stmtid,accountno,branch,custid,txncode,txnrefno,narration,txndate,valuedate,ccy,amount,lcyamount,excrate,ourref,systemid,override,inuser,indatetime,authuser,audatetime,userbranch
99051226.002,910001000001,01,990099,60,CD0102000001,Cash Deposit,10-Jan-25,10-Jan-25,NPR,50500,50500,0,012106832221,CD,,Bishnu,02-Jan-25 22:14:47,Narayan,02-Jan-25 22:14:47,BNK
99176001.001,012104444824,01,444482,60,CD0102000002,Cash Deposit,10-Jan-25,10-Jan-25,NPR,51000,51000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:47,Narayan,02-Jan-25 22:14:47,BNK
99176001.002,910001000001,01,990099,60,CD0102000002,Cash Deposit,10-Jan-25,10-Jan-25,NPR,51000,51000,0,012104444824,CD,,Bishnu,02-Jan-25 22:14:47,Narayan,02-Jan-25 22:14:47,BNK
99146582.001,012101564923,01,156492,60,CD0102000003,Cash Deposit,10-Jan-25,10-Jan-25,NPR,51500,51500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:47,Narayan,02-Jan-25 22:14:47,BNK
99146582.002,910001000001,01,990099,60,CD0102000003,Cash Deposit,10-Jan-25,10-Jan-25,NPR,51500,51500,0,012101564923,CD,,Bishnu,02-Jan-25 22:14:47,Narayan,02-Jan-25 22:14:47,BNK
99095528.001,011801016717,01,101671,60,CD0102000004,Cash Deposit,10-Jan-25,10-Jan-25,NPR,52000,52000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:47,Narayan,02-Jan-25 22:14:47,BNK
99095528.002,910001000001,01,990099,60,CD0102000004,Cash Deposit,10-Jan-25,10-Jan-25,NPR,52000,52000,0,011801016717,CD,,Bishnu,02-Jan-25 22:14:47,Narayan,02-Jan-25 22:14:47,BNK
99026812.001,011 00004974,01,497,60,CD0102000005,Cash Deposit,10-Jan-25,10-Jan-25,NPR,52500,52500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:47,Narayan,02-Jan-25 22:14:47,BNK
99026812.002,910001000001,01,990099,60,CD0102000005,Cash Deposit,10-Jan-25,10-Jan-25,NPR,52500,52500,0,011 00004974,CD,,Bishnu,02-Jan-25 22:14:47,Narayan,02-Jan-25 22:14:47,BNK
99207021.001,014500011416,01,1141,60,CD0102000006,Cash Deposit,10-Jan-25,10-Jan-25,EUR,53000,7791000,147,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99207021.002,910001000001,01,990099,60,CD0102000006,Cash Deposit,10-Jan-25,10-Jan-25,EUR,53000,7791000,147,014500011416,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99071214.001,012100009499,01,949,60,CD0102000007,Cash Deposit,10-Jan-25,10-Jan-25,NPR,53500,53500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99071214.002,910001000001,01,990099,60,CD0102000007,Cash Deposit,10-Jan-25,10-Jan-25,NPR,53500,53500,0,012100009499,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99036004.001,012104023085,01,402308,60,CD0102000008,Cash Deposit,10-Jan-25,10-Jan-25,NPR,54000,54000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99036004.002,910001000001,01,990099,60,CD0102000008,Cash Deposit,10-Jan-25,10-Jan-25,NPR,54000,54000,0,012104023085,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99183781.001,014500002868,01,286,60,CD0102000009,Cash Deposit,10-Jan-25,10-Jan-25,USD,54500,7384750,135.5,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99183781.002,910001000001,01,990099,60,CD0102000009,Cash Deposit,10-Jan-25,10-Jan-25,USD,54500,7384750,135.5,014500002868,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99095174.001,011804002217,01,400221,60,CD0102000010,Cash Deposit,10-Jan-25,10-Jan-25,NPR,55000,55000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99095174.002,910001000001,01,990099,60,CD0102000010,Cash Deposit,10-Jan-25,10-Jan-25,NPR,55000,55000,0,011804002217,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99075969.001,012101453814,01,145381,60,CD0102000011,Cash Deposit,10-Jan-25,10-Jan-25,NPR,55500,55500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99075969.002,910001000001,01,990099,60,CD0102000011,Cash Deposit,10-Jan-25,10-Jan-25,NPR,55500,55500,0,012101453814,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99057900.001,012100894363,01,89436,60,CD0102000012,Cash Deposit,10-Jan-25,10-Jan-25,NPR,56000,56000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99057900.002,910001000001,01,990099,60,CD0102000012,Cash Deposit,10-Jan-25,10-Jan-25,NPR,56000,56000,0,012100894363,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99189809.001,012106831514,01,683151,60,CD0102000013,Cash Deposit,10-Jan-25,10-Jan-25,NPR,56500,56500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99189809.002,910001000001,01,990099,60,CD0102000013,Cash Deposit,10-Jan-25,10-Jan-25,NPR,56500,56500,0,012106831514,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99016636.001,011804440049,01,444004,60,CD0102000014,Cash Deposit,10-Jan-25,10-Jan-25,NPR,57000,57000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99016636.002,910001000001,01,990099,60,CD0102000014,Cash Deposit,10-Jan-25,10-Jan-25,NPR,57000,57000,0,011804440049,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99081501.001,011803069293,01,306929,60,CD0102000015,Cash Deposit,10-Jan-25,10-Jan-25,NPR,57500,57500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99081501.002,910001000001,01,990099,60,CD0102000015,Cash Deposit,10-Jan-25,10-Jan-25,NPR,57500,57500,0,011803069293,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99013228.001,012104441675,01,444167,60,CD0102000016,Cash Deposit,10-Jan-25,10-Jan-25,NPR,58000,58000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99013228.002,910001000001,01,990099,60,CD0102000016,Cash Deposit,10-Jan-25,10-Jan-25,NPR,58000,58000,0,012104441675,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99220366.001,011800018398,01,1839,60,CD0102000017,Cash Deposit,10-Jan-25,10-Jan-25,NPR,58500,58500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99220366.002,910001000001,01,990099,60,CD0102000017,Cash Deposit,10-Jan-25,10-Jan-25,NPR,58500,58500,0,011800018398,CD,,Bishnu,02-Jan-25 22:14:48,Narayan,02-Jan-25 22:14:48,BNK
99169760.001,012103610490,01,361049,60,CD0102000018,Cash Deposit,10-Jan-25,10-Jan-25,NPR,59000,59000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99169760.002,910001000001,01,990099,60,CD0102000018,Cash Deposit,10-Jan-25,10-Jan-25,NPR,59000,59000,0,012103610490,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99147966.001,012103053339,01,305333,60,CD0102000019,Cash Deposit,10-Jan-25,10-Jan-25,NPR,59500,59500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99147966.002,910001000001,01,990099,60,CD0102000019,Cash Deposit,10-Jan-25,10-Jan-25,NPR,59500,59500,0,012103053339,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99039361.001,011 03627206,01,362720,60,CD0102000020,Cash Deposit,10-Jan-25,10-Jan-25,NPR,60000,60000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99039361.002,910001000001,01,990099,60,CD0102000020,Cash Deposit,10-Jan-25,10-Jan-25,NPR,60000,60000,0,011 03627206,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99170228.001,012101882442,01,188244,60,CD0102000021,Cash Deposit,10-Jan-25,10-Jan-25,NPR,60500,60500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99170228.002,910001000001,01,990099,60,CD0102000021,Cash Deposit,10-Jan-25,10-Jan-25,NPR,60500,60500,0,012101882442,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99059262.001,012101016776,01,101677,60,CD0102000022,Cash Deposit,10-Jan-25,10-Jan-25,NPR,61000,61000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99059262.002,910001000001,01,990099,60,CD0102000022,Cash Deposit,10-Jan-25,10-Jan-25,NPR,61000,61000,0,012101016776,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99080994.001,012100225470,01,22547,60,CD0102000023,Cash Deposit,10-Jan-25,10-Jan-25,NPR,61500,61500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99080994.002,910001000001,01,990099,60,CD0102000023,Cash Deposit,10-Jan-25,10-Jan-25,NPR,61500,61500,0,012100225470,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99071596.001,014500002840,01,284,60,CD0102000024,Cash Deposit,10-Jan-25,10-Jan-25,NPR,62000,62000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99071596.002,910001000001,01,990099,60,CD0102000024,Cash Deposit,10-Jan-25,10-Jan-25,NPR,62000,62000,0,014500002840,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99207536.001,012101477824,01,147782,60,CD0102000025,Cash Deposit,10-Jan-25,10-Jan-25,NPR,62500,62500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99207536.002,910001000001,01,990099,60,CD0102000025,Cash Deposit,10-Jan-25,10-Jan-25,NPR,62500,62500,0,012101477824,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99119462.001,012101520055,01,152005,60,CD0102000026,Cash Deposit,10-Jan-25,10-Jan-25,NPR,63000,63000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99119462.002,910001000001,01,990099,60,CD0102000026,Cash Deposit,10-Jan-25,10-Jan-25,NPR,63000,63000,0,012101520055,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99158755.001,012106832309,01,683230,60,CD0102000027,Cash Deposit,10-Jan-25,10-Jan-25,NPR,63500,63500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99158755.002,910001000001,01,990099,60,CD0102000027,Cash Deposit,10-Jan-25,10-Jan-25,NPR,63500,63500,0,012106832309,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99144611.001,011803870448,01,387044,60,CD0102000028,Cash Deposit,10-Jan-25,10-Jan-25,NPR,64000,64000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99144611.002,910001000001,01,990099,60,CD0102000028,Cash Deposit,10-Jan-25,10-Jan-25,NPR,64000,64000,0,011803870448,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99012997.001,014500003008,01,300,60,CD0102000029,Cash Deposit,10-Jan-25,10-Jan-25,INR,64500,0,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99012997.002,910001000001,01,990099,60,CD0102000029,Cash Deposit,10-Jan-25,10-Jan-25,INR,64500,0,0,014500003008,CD,,Bishnu,02-Jan-25 22:14:49,Narayan,02-Jan-25 22:14:49,BNK
99140350.001,012104441954,01,444195,60,CD0102000030,Cash Deposit,10-Jan-25,10-Jan-25,NPR,65000,65000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99140350.002,910001000001,01,990099,60,CD0102000030,Cash Deposit,10-Jan-25,10-Jan-25,NPR,65000,65000,0,012104441954,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99101269.001,122200263338,12,26333,60,CD0102000031,Cash Deposit,10-Jan-25,10-Jan-25,NPR,65500,65500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99101269.002,910001000001,12,990099,60,CD0102000031,Cash Deposit,10-Jan-25,10-Jan-25,NPR,65500,65500,0,122200263338,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99154154.001,122200490804,12,49080,60,CD0102000032,Cash Deposit,10-Jan-25,10-Jan-25,NPR,66000,66000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99154154.002,910001000001,12,990099,60,CD0102000032,Cash Deposit,10-Jan-25,10-Jan-25,NPR,66000,66000,0,122200490804,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99025970.001,122300622624,12,62262,60,CD0102000033,Cash Deposit,10-Jan-25,10-Jan-25,NPR,66500,66500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99025970.002,910001000001,12,990099,60,CD0102000033,Cash Deposit,10-Jan-25,10-Jan-25,NPR,66500,66500,0,122300622624,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99032709.001,124001531375,12,153137,60,CD0102000034,Cash Deposit,10-Jan-25,10-Jan-25,NPR,67000,67000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99032709.002,910001000001,12,990099,60,CD0102000034,Cash Deposit,10-Jan-25,10-Jan-25,NPR,67000,67000,0,124001531375,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99046596.001,123602425071,12,242507,60,CD0102000035,Cash Deposit,10-Jan-25,10-Jan-25,NPR,67500,67500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99046596.002,910001000001,12,990099,60,CD0102000035,Cash Deposit,10-Jan-25,10-Jan-25,NPR,67500,67500,0,123602425071,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99186185.001,122200033942,12,3394,60,CD0102000036,Cash Deposit,10-Jan-25,10-Jan-25,NPR,68000,68000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99186185.002,910001000001,12,990099,60,CD0102000036,Cash Deposit,10-Jan-25,10-Jan-25,NPR,68000,68000,0,122200033942,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99046997.001,122206032909,12,603290,60,CD0102000037,Cash Deposit,10-Jan-25,10-Jan-25,NPR,68500,68500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99046997.002,910001000001,12,990099,60,CD0102000037,Cash Deposit,10-Jan-25,10-Jan-25,NPR,68500,68500,0,122206032909,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99053458.001,123602438689,12,243868,60,CD0102000038,Cash Deposit,10-Jan-25,10-Jan-25,NPR,69000,69000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99053458.002,910001000001,12,990099,60,CD0102000038,Cash Deposit,10-Jan-25,10-Jan-25,NPR,69000,69000,0,123602438689,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99212180.001,124000630461,12,63046,60,CD0102000039,Cash Deposit,10-Jan-25,10-Jan-25,NPR,69500,69500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99212180.002,910001000001,12,990099,60,CD0102000039,Cash Deposit,10-Jan-25,10-Jan-25,NPR,69500,69500,0,124000630461,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99084790.001,122306835441,12,683544,60,CD0102000040,Cash Deposit,10-Jan-25,10-Jan-25,NPR,70000,70000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99084790.002,910001000001,12,990099,60,CD0102000040,Cash Deposit,10-Jan-25,10-Jan-25,NPR,70000,70000,0,122306835441,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99068670.001,124001112751,12,111275,60,CD0102000041,Cash Deposit,10-Jan-25,10-Jan-25,NPR,70500,70500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99068670.002,910001000001,12,990099,60,CD0102000041,Cash Deposit,10-Jan-25,10-Jan-25,NPR,70500,70500,0,124001112751,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99048314.001,122206021838,12,602183,60,CD0102000042,Cash Deposit,10-Jan-25,10-Jan-25,NPR,71000,71000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99048314.002,910001000001,12,990099,60,CD0102000042,Cash Deposit,10-Jan-25,10-Jan-25,NPR,71000,71000,0,122206021838,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99127123.001,122302066109,12,206610,60,CD0102000043,Cash Deposit,10-Jan-25,10-Jan-25,NPR,71500,71500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99127123.002,910001000001,12,990099,60,CD0102000043,Cash Deposit,10-Jan-25,10-Jan-25,NPR,71500,71500,0,122302066109,CD,,Bishnu,02-Jan-25 22:14:50,Narayan,02-Jan-25 22:14:50,BNK
99030463.001,122200356006,12,35600,60,CD0102000044,Cash Deposit,10-Jan-25,10-Jan-25,NPR,72000,72000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99030463.002,910001000001,12,990099,60,CD0102000044,Cash Deposit,10-Jan-25,10-Jan-25,NPR,72000,72000,0,122200356006,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99013098.001,122202069088,12,206908,60,CD0102000045,Cash Deposit,10-Jan-25,10-Jan-25,NPR,72500,72500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99013098.002,910001000001,12,990099,60,CD0102000045,Cash Deposit,10-Jan-25,10-Jan-25,NPR,72500,72500,0,122202069088,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99147713.001,124000620021,12,62002,60,CD0102000046,Cash Deposit,10-Jan-25,10-Jan-25,NPR,73000,73000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99147713.002,910001000001,12,990099,60,CD0102000046,Cash Deposit,10-Jan-25,10-Jan-25,NPR,73000,73000,0,124000620021,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99092804.001,122203012500,12,301250,60,CD0102000047,Cash Deposit,10-Jan-25,10-Jan-25,NPR,73500,73500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99092804.002,910001000001,12,990099,60,CD0102000047,Cash Deposit,10-Jan-25,10-Jan-25,NPR,73500,73500,0,122203012500,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99135697.001,122200107733,12,10773,60,CD0102000048,Cash Deposit,10-Jan-25,10-Jan-25,NPR,74000,74000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99135697.002,910001000001,12,990099,60,CD0102000048,Cash Deposit,10-Jan-25,10-Jan-25,NPR,74000,74000,0,122200107733,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99147549.001,123601101359,12,110135,60,CD0102000049,Cash Deposit,10-Jan-25,10-Jan-25,NPR,74500,74500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99147549.002,910001000001,12,990099,60,CD0102000049,Cash Deposit,10-Jan-25,10-Jan-25,NPR,74500,74500,0,123601101359,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99037147.001,122200628338,12,62833,60,CD0102000050,Cash Deposit,10-Jan-25,10-Jan-25,NPR,75000,75000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99037147.002,910001000001,12,990099,60,CD0102000050,Cash Deposit,10-Jan-25,10-Jan-25,NPR,75000,75000,0,122200628338,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99221386.001,124000902602,12,90260,60,CD0102000051,Cash Deposit,10-Jan-25,10-Jan-25,NPR,75500,75500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99221386.002,910001000001,12,990099,60,CD0102000051,Cash Deposit,10-Jan-25,10-Jan-25,NPR,75500,75500,0,124000902602,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99165143.001,124000627902,12,62790,60,CD0102000052,Cash Deposit,10-Jan-25,10-Jan-25,NPR,76000,76000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99165143.002,910001000001,12,990099,60,CD0102000052,Cash Deposit,10-Jan-25,10-Jan-25,NPR,76000,76000,0,124000627902,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99185251.001,122200266550,12,26655,60,CD0102000053,Cash Deposit,10-Jan-25,10-Jan-25,NPR,76500,76500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99185251.002,910001000001,12,990099,60,CD0102000053,Cash Deposit,10-Jan-25,10-Jan-25,NPR,76500,76500,0,122200266550,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99123678.001,122200353338,12,35333,60,CD0102000054,Cash Deposit,10-Jan-25,10-Jan-25,NPR,77000,77000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99123678.002,910001000001,12,990099,60,CD0102000054,Cash Deposit,10-Jan-25,10-Jan-25,NPR,77000,77000,0,122200353338,CD,,Bishnu,02-Jan-25 22:14:51,Narayan,02-Jan-25 22:14:51,BNK
99152522.001,122205872051,12,587205,60,CD0102000055,Cash Deposit,10-Jan-25,10-Jan-25,NPR,77500,77500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99152522.002,910001000001,12,990099,60,CD0102000055,Cash Deposit,10-Jan-25,10-Jan-25,NPR,77500,77500,0,122205872051,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99044689.001,122200485965,12,48596,60,CD0102000056,Cash Deposit,10-Jan-25,10-Jan-25,NPR,78000,78000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99044689.002,910001000001,12,990099,60,CD0102000056,Cash Deposit,10-Jan-25,10-Jan-25,NPR,78000,78000,0,122200485965,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99171618.001,124000626600,12,62660,60,CD0102000057,Cash Deposit,10-Jan-25,10-Jan-25,NPR,78500,78500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99171618.002,910001000001,12,990099,60,CD0102000057,Cash Deposit,10-Jan-25,10-Jan-25,NPR,78500,78500,0,124000626600,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99169599.001,122203010832,12,301083,60,CD0102000058,Cash Deposit,10-Jan-25,10-Jan-25,NPR,79000,79000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99169599.002,910001000001,12,990099,60,CD0102000058,Cash Deposit,10-Jan-25,10-Jan-25,NPR,79000,79000,0,122203010832,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99112587.001,122205860555,12,586055,60,CD0102000059,Cash Deposit,10-Jan-25,10-Jan-25,NPR,79500,79500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99112587.002,910001000001,12,990099,60,CD0102000059,Cash Deposit,10-Jan-25,10-Jan-25,NPR,79500,79500,0,122205860555,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99052199.001,121 00492814,12,49281,60,CD0102000060,Cash Deposit,10-Jan-25,10-Jan-25,NPR,80000,80000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99052199.002,910001000001,12,990099,60,CD0102000060,Cash Deposit,10-Jan-25,10-Jan-25,NPR,80000,80000,0,121 00492814,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99055626.001,124001534633,12,153463,60,CD0102000061,Cash Deposit,10-Jan-25,10-Jan-25,NPR,80500,80500,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99055626.002,910001000001,12,990099,60,CD0102000061,Cash Deposit,10-Jan-25,10-Jan-25,NPR,80500,80500,0,124001534633,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99043722.001,122201532284,12,153228,60,CD0102000062,Cash Deposit,10-Jan-25,10-Jan-25,NPR,81000,81000,0,910001000001,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
99043722.002,910001000001,12,990099,60,CD0102000062,Cash Deposit,10-Jan-25,10-Jan-25,NPR,81000,81000,0,122201532284,CD,,Bishnu,02-Jan-25 22:14:52,Narayan,02-Jan-25 22:14:52,BNK
